audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2012,England,Hospital,597,89,14.90%,91.00%,93.00%,6.90%,75.90%,17.20%,3.40%,25.30%,51.70%,19.50%,0.00%,1,0.8,0.2,0.1,6.9,6.4,3.6,27.90%,47.70%,35.40%,20.00%,26.20%,9.00%,50.00%,30.30%,31.50%,9.60%,19.50%,94.00%,90.90%,80.00%,91.70%,100.00%,59.40%,90.70%,21.00%,21.40%,62.30%,90.80%,93.70%,0.00%
2012,England,Hospital,399,69,17.30%,92.80%,87.70%,4.50%,60.60%,34.80%,8.70%,30.40%,37.70%,23.20%,0.00%,2.8,0.5,4.1,0.7,6.9,6.3,3.7,51.50%,51.90%,42.30%,28.80%,36.50%,6.00%,N/A,35.80%,41.80%,6.30%,17.90%,100.00%,76.00%,66.50%,78.70%,90.40%,28.10%,91.90%,14.80%,19.10%,57.40%,74.30%,78.90%,0.00%
2012,England,Site,421,84,20.00%,69.00%,95.20%,9.60%,75.90%,14.50%,6.00%,27.70%,51.80%,13.30%,1.20%,2.8,0.4,0.8,0.2,6.9,6.7,3.5,23.50%,39.40%,7.00%,36.60%,22.50%,6.00%,100.00%,83.10%,89.20%,11.50%,24.10%,69.70%,50.70%,46.60%,59.30%,69.70%,18.80%,71.90%,16.00%,16.80%,41.10%,62.90%,46.40%,1.20%
2012,England,Hospital,348,49,14.10%,79.60%,85.70%,8.20%,69.40%,22.40%,4.30%,26.10%,47.80%,21.70%,0.00%,3,0.7,0.2,0.5,6.8,5.9,3.2,32.60%,43.20%,27.00%,24.30%,10.80%,14.60%,28.60%,27.70%,36.20%,13.50%,28.30%,93.30%,81.90%,46.90%,100.00%,81.60%,43.30%,74.80%,11.80%,16.80%,54.80%,73.20%,86.40%,0.00%
2012,England,Hospital,607,82,13.50%,93.90%,86.60%,3.70%,74.40%,22.00%,6.20%,37.00%,43.20%,11.10%,2.50%,1.6,0.9,0,0,6.8,6.3,3.2,40.20%,44.60%,30.80%,32.30%,23.10%,6.30%,20.00%,20.80%,27.30%,9.60%,32.90%,83.80%,88.00%,65.20%,74.60%,63.60%,25.00%,82.90%,16.70%,14.10%,55.10%,85.40%,71.20%,1.20%
2012,England,Site,613,76,12.40%,93.40%,91.90%,15.80%,60.50%,23.70%,13.50%,40.50%,36.50%,9.50%,0.00%,1.9,0.9,0.5,0.4,6.6,6.5,4.6,28.90%,29.40%,9.80%,19.60%,15.70%,9.70%,28.60%,62.70%,67.20%,8.00%,17.30%,94.80%,94.90%,78.60%,90.10%,94.80%,67.90%,100.00%,11.90%,10.70%,60.50%,93.20%,91.60%,2.60%
2012,England,Hospital,451,72,16.00%,94.40%,87.10%,5.60%,59.70%,34.70%,4.30%,34.30%,41.40%,15.70%,4.30%,1.5,0.4,0,0.6,6.7,6.4,4.5,37.10%,40.40%,28.10%,22.80%,22.80%,15.50%,70.00%,35.20%,38.00%,16.10%,23.90%,96.80%,50.80%,62.90%,100.00%,84.00%,34.70%,97.80%,26.80%,25.00%,63.70%,87.30%,63.30%,1.40%
2012,England,Hospital,457,50,10.90%,94.00%,90.00%,12.00%,78.00%,10.00%,10.00%,48.00%,36.00%,6.00%,0.00%,3.8,1.3,1.2,1.1,6.9,6.6,3.9,44.00%,27.90%,14.00%,14.00%,16.30%,12.00%,33.30%,32.00%,50.00%,13.00%,30.60%,91.30%,84.30%,79.50%,92.00%,78.90%,30.70%,92.10%,57.10%,26.90%,81.70%,93.50%,48.60%,0.00%
2012,England,Hospital,280,54,19.30%,100.00%,100.00%,7.80%,84.30%,7.80%,14.80%,24.10%,35.20%,25.90%,0.00%,2.1,1.1,1.1,0.9,6.9,6.4,4.9,57.40%,21.10%,15.80%,7.90%,13.20%,5.60%,100.00%,31.50%,38.90%,7.50%,16.70%,86.80%,100.00%,100.00%,66.20%,100.00%,63.10%,100.00%,45.40%,31.50%,48.70%,71.50%,63.40%,0.00%
2012,England,Hospital,446,116,26.00%,88.80%,91.10%,5.30%,64.00%,30.70%,7.90%,27.20%,41.20%,23.70%,0.00%,0.6,0.3,0.2,0.4,6.5,6.2,4.2,27.00%,39.70%,25.60%,23.10%,24.40%,4.30%,50.00%,11.50%,12.40%,9.40%,18.90%,82.30%,82.30%,47.40%,50.70%,100.00%,20.40%,100.00%,24.40%,20.40%,19.20%,100.00%,62.60%,3.40%
2012,England,Hospital,663,95,14.30%,94.70%,84.60%,7.40%,67.00%,25.50%,5.30%,30.90%,39.40%,21.30%,3.20%,2.2,1.7,0.4,1.3,6.6,6.1,3.9,44.60%,29.00%,8.10%,22.60%,17.70%,2.20%,50.00%,12.20%,18.90%,5.10%,12.20%,83.20%,82.40%,63.30%,82.10%,90.20%,39.80%,82.80%,22.00%,22.20%,57.40%,76.20%,63.80%,1.10%
2012,England,Hospital,316,42,13.30%,73.80%,89.70%,7.10%,71.40%,21.40%,7.10%,31.00%,50.00%,11.90%,0.00%,1.2,0.6,0,0.3,6.2,6,4,31.00%,33.30%,24.20%,15.20%,21.20%,4.90%,0.00%,2.40%,9.80%,6.50%,17.90%,88.20%,48.80%,50.50%,77.60%,81.40%,40.40%,91.70%,20.90%,15.70%,44.10%,59.60%,65.00%,2.40%
2012,England,Hospital,660,36,5.50%,80.60%,97.10%,26.50%,64.70%,8.80%,14.70%,41.20%,38.20%,5.90%,0.00%,2.1,1.8,1.3,0.7,6.7,6.7,4.1,48.60%,15.40%,7.70%,7.70%,7.70%,20.60%,40.00%,51.50%,60.60%,11.10%,18.50%,97.50%,68.00%,66.80%,69.00%,84.90%,40.20%,92.90%,4.10%,12.80%,51.90%,92.80%,76.40%,0.00%
2012,England,Hospital,377,66,17.50%,98.50%,93.40%,12.10%,71.20%,16.70%,3.00%,36.40%,37.90%,22.70%,0.00%,0.5,1,0,0,6.5,6.5,5,27.30%,16.70%,9.50%,9.50%,7.10%,1.50%,0.00%,0.00%,0.00%,6.70%,13.10%,81.80%,84.10%,77.50%,95.80%,100.00%,71.40%,96.60%,10.20%,0.00%,76.40%,100.00%,85.20%,0.00%
2012,England,Hospital,418,49,11.70%,93.90%,88.10%,10.60%,68.10%,21.30%,2.20%,33.30%,44.40%,20.00%,0.00%,3.4,0.6,2.2,1.1,6.7,6.3,5.3,16.30%,44.40%,25.00%,27.80%,27.80%,4.10%,100.00%,6.30%,6.30%,13.60%,9.50%,100.00%,91.50%,90.90%,100.00%,100.00%,31.40%,100.00%,13.50%,7.90%,65.60%,89.80%,79.90%,0.00%
2012,England,Hospital,455,71,15.60%,94.40%,87.70%,5.60%,70.40%,23.90%,5.70%,34.30%,44.30%,15.70%,0.00%,1.5,0.2,0.3,0.1,6.4,5.6,3.7,22.50%,39.70%,32.80%,17.20%,27.60%,8.70%,75.00%,11.60%,20.30%,9.80%,20.00%,81.90%,54.90%,56.90%,75.40%,85.90%,46.50%,82.60%,25.80%,42.60%,54.60%,83.20%,61.00%,0.00%
2012,England,Hospital,283,31,11.00%,74.20%,96.60%,6.50%,83.90%,9.70%,10.00%,16.70%,40.00%,30.00%,3.30%,2.4,2.8,0.4,0.2,6.5,5.4,3.8,21.40%,52.90%,35.30%,17.60%,17.60%,16.10%,40.00%,21.70%,21.70%,27.30%,31.60%,60.70%,60.80%,60.80%,80.10%,73.50%,47.10%,65.00%,15.30%,50.30%,40.00%,87.90%,35.90%,0.00%
2012,England,Hospital,494,95,19.20%,67.40%,67.40%,7.80%,66.70%,25.60%,3.30%,33.70%,45.70%,16.30%,1.10%,0.9,0.6,0.1,0.3,6.7,6,3.3,34.10%,48.70%,26.90%,29.50%,21.80%,7.50%,28.60%,33.00%,34.10%,11.80%,18.20%,66.70%,58.70%,43.90%,71.40%,91.10%,18.00%,74.10%,23.60%,14.20%,43.40%,70.40%,66.60%,5.40%
2012,England,Hospital,511,90,17.60%,88.90%,85.40%,13.50%,59.60%,27.00%,8.00%,29.50%,48.90%,13.60%,0.00%,0.8,0.4,0.1,0,6.9,5.8,3.8,39.50%,21.90%,7.80%,14.10%,14.10%,11.80%,20.00%,21.70%,22.90%,7.10%,18.10%,92.90%,52.80%,54.90%,83.00%,92.10%,40.80%,92.60%,19.80%,10.50%,47.30%,79.50%,67.60%,2.20%
2012,England,Hospital,357,44,12.30%,100.00%,86.40%,6.80%,81.80%,11.40%,9.10%,27.30%,50.00%,13.60%,0.00%,3.5,0.9,0,0.5,7,6.8,4.7,20.90%,19.40%,12.90%,9.70%,12.90%,9.30%,0.00%,2.40%,4.80%,15.60%,12.20%,93.10%,83.60%,94.30%,94.40%,92.60%,54.40%,96.70%,15.30%,21.20%,61.00%,97.50%,72.80%,0.00%
2012,England,Hospital,477,86,18.00%,95.30%,94.90%,5.80%,66.30%,27.90%,7.00%,27.90%,33.70%,31.40%,0.00%,1.3,0.8,0.3,0.3,6.8,6,3.8,24.70%,56.90%,29.30%,43.10%,31.00%,4.80%,75.00%,85.50%,96.40%,15.40%,20.00%,83.90%,59.10%,59.10%,83.50%,79.90%,31.50%,81.60%,31.40%,32.20%,60.60%,82.60%,57.90%,1.20%
2012,England,Hospital,414,66,15.90%,98.50%,88.50%,10.60%,68.20%,21.20%,6.30%,18.80%,53.10%,20.30%,1.60%,2.6,1.3,0.1,0.3,6.9,6.4,5.9,34.80%,25.50%,14.90%,10.60%,6.40%,9.10%,66.70%,88.90%,92.60%,3.30%,16.10%,94.90%,88.80%,82.10%,83.30%,100.00%,72.50%,93.80%,14.10%,10.70%,76.20%,89.40%,84.90%,0.00%
2012,England,Hospital,823,129,15.70%,86.00%,74.20%,13.20%,58.90%,27.90%,10.30%,34.90%,38.10%,13.50%,3.20%,0.8,1.1,1.5,0.5,6.9,6.3,3.8,26.60%,36.70%,20.40%,20.40%,28.60%,12.00%,92.30%,56.50%,60.90%,12.50%,21.80%,92.60%,80.30%,74.20%,100.00%,88.00%,45.40%,81.60%,17.30%,11.50%,86.90%,75.80%,77.90%,7.80%
2012,England,Hospital,632,112,17.70%,85.70%,89.20%,3.80%,66.30%,29.80%,9.40%,17.00%,47.20%,23.60%,2.80%,2,1.2,0.3,0.5,6.9,6.5,4.7,32.40%,41.50%,31.70%,13.40%,14.60%,9.60%,90.00%,76.90%,90.40%,6.80%,13.90%,89.10%,69.00%,69.80%,82.00%,93.20%,58.90%,83.70%,22.40%,21.70%,53.40%,75.10%,77.70%,2.90%
2012,England,Hospital,944,148,15.70%,91.20%,80.00%,4.80%,61.90%,33.30%,8.20%,31.30%,37.40%,16.30%,6.80%,0.5,0.3,0.3,0,6.9,6.5,4.5,28.80%,38.00%,22.20%,21.30%,20.40%,10.10%,53.30%,17.70%,28.60%,5.30%,20.20%,74.30%,66.00%,54.20%,80.30%,88.10%,39.10%,93.80%,28.60%,26.00%,59.20%,76.90%,58.80%,0.00%
2012,England,Site,436,62,14.20%,85.50%,62.10%,0.00%,79.00%,21.00%,1.60%,29.00%,45.20%,24.20%,0.00%,1.9,0.7,0.3,0.8,6.5,6.2,4.4,27.40%,40.90%,20.50%,29.50%,11.40%,4.80%,66.70%,18.00%,42.60%,3.80%,7.10%,83.20%,62.20%,62.20%,67.90%,73.90%,54.30%,96.70%,7.00%,22.50%,54.30%,89.10%,80.20%,0.00%
2012,England,Hospital,1012,174,17.20%,91.40%,76.60%,10.40%,53.80%,35.80%,7.00%,35.70%,35.70%,18.70%,2.90%,1.1,0.7,0.3,0.5,6.5,6.3,4.1,38.70%,34.20%,21.90%,20.20%,24.60%,11.80%,66.70%,22.80%,29.90%,9.20%,14.30%,88.80%,75.80%,60.30%,89.70%,90.90%,47.30%,89.30%,19.90%,16.70%,56.00%,81.70%,64.90%,4.60%
2012,England,Hospital,767,85,11.10%,91.80%,82.30%,7.20%,50.60%,42.20%,17.10%,31.70%,31.70%,19.50%,0.00%,2.3,1.1,0.5,0.1,6.7,6.3,3.8,32.90%,42.90%,22.20%,33.30%,28.60%,21.40%,70.60%,23.20%,23.20%,7.90%,20.00%,82.20%,68.60%,60.90%,84.40%,92.00%,39.20%,78.90%,22.10%,14.00%,57.00%,89.70%,63.40%,2.40%
2012,England,Hospital,488,72,14.80%,88.90%,93.10%,4.20%,73.60%,22.20%,11.10%,36.10%,36.10%,16.70%,0.00%,1.5,0.4,0.3,1.1,6.9,6.8,4.5,47.20%,24.10%,11.10%,14.80%,9.30%,9.70%,57.10%,34.70%,45.80%,15.90%,31.90%,88.80%,73.90%,69.70%,84.30%,97.40%,46.40%,83.60%,35.70%,28.60%,55.80%,84.80%,72.00%,8.30%
2012,England,Hospital,200,42,21.00%,54.80%,51.30%,2.40%,31.00%,66.70%,4.90%,36.60%,46.30%,12.20%,0.00%,1.9,1.5,0.9,2.9,6.7,6.7,4.7,52.40%,12.90%,3.20%,9.70%,6.50%,0.00%,N/A,47.20%,47.20%,10.30%,12.20%,97.20%,84.60%,79.10%,95.70%,76.00%,48.80%,89.60%,23.40%,13.40%,69.70%,96.10%,79.10%,35.70%
2012,England,Hospital,552,97,17.60%,55.70%,71.90%,13.50%,53.10%,33.30%,6.50%,46.20%,30.10%,16.10%,1.10%,2,2,0.4,1.1,6.7,6.4,3.2,26.60%,40.50%,23.00%,31.10%,23.00%,15.80%,33.30%,26.60%,30.90%,15.60%,23.80%,79.20%,71.60%,58.60%,75.90%,79.60%,43.90%,88.30%,30.00%,22.70%,38.80%,87.40%,65.10%,7.20%
2012,England,Hospital,330,56,17.00%,58.90%,88.90%,13.00%,72.20%,14.80%,5.40%,32.10%,41.10%,17.90%,3.60%,3.1,1,1.6,1.4,6.9,5.5,2.6,30.20%,31.00%,21.40%,19.00%,16.70%,8.90%,60.00%,12.50%,17.90%,5.40%,19.20%,81.00%,69.00%,65.70%,69.40%,73.00%,51.30%,81.20%,49.90%,35.30%,45.90%,83.90%,59.50%,0.00%
2012,England,Hospital,380,77,20.30%,50.60%,94.40%,14.90%,64.90%,20.30%,8.10%,27.00%,56.80%,8.10%,0.00%,1.4,0.5,0,0,6.6,5.6,3.5,29.90%,44.10%,33.80%,23.50%,22.10%,14.30%,72.70%,13.20%,14.50%,5.10%,17.50%,72.40%,69.50%,60.30%,78.90%,83.50%,20.30%,79.40%,21.40%,21.40%,62.90%,85.50%,66.10%,1.30%
2012,England,Hospital,724,100,13.80%,56.00%,69.70%,11.10%,55.60%,33.30%,6.10%,44.90%,38.80%,9.20%,1.00%,1.3,1,0.1,1.2,6.6,6.4,4.1,18.10%,52.80%,41.70%,22.20%,26.40%,13.30%,53.80%,20.00%,24.40%,12.90%,21.40%,68.90%,55.50%,42.10%,67.20%,67.10%,37.80%,83.90%,30.00%,24.50%,56.60%,80.60%,61.50%,10.00%
2012,England,Hospital,450,37,8.20%,86.50%,97.30%,10.80%,78.40%,10.80%,2.70%,24.30%,51.40%,21.60%,0.00%,2.7,0.5,0.4,0.1,7,6.4,4.5,37.80%,33.30%,20.00%,16.70%,13.30%,10.80%,100.00%,21.60%,24.30%,13.80%,27.30%,100.00%,81.80%,65.70%,85.10%,73.20%,29.80%,62.70%,18.90%,14.20%,75.30%,78.00%,57.80%,0.00%
2012,England,Hospital,220,48,21.80%,95.80%,93.20%,2.10%,66.00%,31.90%,2.20%,55.60%,26.70%,15.60%,0.00%,3.1,0.6,2.4,0.1,6.7,5.7,2.5,39.60%,35.90%,17.90%,23.10%,17.90%,12.50%,33.30%,12.50%,12.50%,25.00%,20.00%,92.50%,68.40%,53.40%,68.80%,93.80%,47.90%,97.90%,25.70%,14.00%,56.90%,82.90%,89.00%,0.00%
2012,England,Hospital,775,144,18.60%,93.10%,77.10%,8.50%,62.00%,29.60%,3.50%,36.90%,40.40%,17.70%,1.40%,1,0.4,0.1,0.2,6.6,6.4,4,29.90%,34.60%,19.60%,18.70%,20.60%,5.60%,62.50%,37.70%,39.90%,12.40%,23.30%,86.00%,72.60%,66.50%,72.90%,91.50%,48.80%,91.80%,27.60%,19.20%,61.10%,85.60%,78.20%,10.50%
2012,England,Hospital,253,55,21.70%,85.50%,82.40%,13.20%,58.50%,28.30%,0.00%,41.50%,37.70%,18.90%,1.90%,1.8,1,0.7,0.3,6.7,5.9,3.3,30.80%,48.60%,40.50%,29.70%,35.10%,7.30%,33.30%,3.80%,5.80%,22.20%,27.50%,100.00%,91.60%,90.00%,64.40%,91.90%,41.80%,93.60%,19.40%,21.00%,64.70%,95.10%,61.80%,0.00%
2012,England,Hospital,264,52,19.70%,98.10%,78.40%,7.70%,67.30%,25.00%,5.80%,34.60%,50.00%,9.60%,0.00%,1.4,0.7,0.8,0.9,6.6,5.9,3.9,38.00%,43.20%,25.00%,20.50%,18.20%,2.00%,100.00%,2.10%,2.10%,17.60%,30.00%,86.80%,73.10%,66.90%,87.90%,94.10%,48.50%,85.00%,20.20%,17.60%,51.90%,71.80%,69.50%,1.90%
2012,England,Hospital,387,32,8.30%,96.90%,96.90%,3.10%,81.30%,15.60%,3.30%,33.30%,53.30%,10.00%,0.00%,2.5,2.5,0.9,0,6.7,6.3,4.2,13.30%,28.60%,7.10%,25.00%,10.70%,0.00%,N/A,0.00%,0.00%,17.60%,25.00%,95.90%,74.10%,88.30%,86.50%,82.60%,54.40%,95.90%,5.30%,16.80%,73.10%,80.60%,73.90%,0.00%
2012,England,Hospital,307,46,15.00%,95.70%,90.90%,2.20%,71.70%,26.10%,4.40%,26.70%,33.30%,35.60%,0.00%,0.1,0.6,0.1,0.1,6.7,6.3,5.3,2.40%,45.20%,32.30%,29.00%,25.80%,8.70%,0.00%,8.70%,17.40%,2.60%,11.60%,91.70%,70.30%,64.60%,78.10%,91.70%,63.30%,77.80%,13.50%,11.20%,64.30%,56.60%,64.60%,2.20%
2012,England,Hospital,420,70,16.70%,98.60%,92.40%,10.00%,62.90%,27.10%,7.20%,36.20%,30.40%,26.10%,0.00%,1.7,1,0.3,0.3,6.7,6.5,4.5,44.30%,43.80%,31.30%,20.80%,25.00%,4.30%,66.70%,75.00%,80.90%,11.80%,14.70%,92.20%,85.90%,84.10%,80.20%,95.30%,48.20%,92.90%,18.70%,13.70%,75.70%,78.20%,67.50%,0.00%
2012,England,Hospital,671,145,21.60%,49.00%,76.20%,11.90%,66.40%,21.70%,7.00%,46.20%,31.50%,9.80%,5.60%,1.9,1.6,0.9,1.4,6.9,6.5,4.1,55.70%,24.40%,11.40%,16.30%,15.40%,14.90%,90.50%,16.50%,16.50%,15.10%,18.40%,84.40%,62.80%,54.70%,70.50%,51.80%,34.70%,79.00%,19.20%,32.20%,47.50%,79.00%,62.60%,8.40%
2012,England,Hospital,481,62,12.90%,98.40%,93.00%,13.10%,60.70%,26.20%,6.50%,29.00%,50.00%,14.50%,0.00%,0.7,2,0.3,0.5,6.4,6.1,3.6,33.90%,47.10%,25.50%,33.30%,27.50%,10.00%,80.00%,11.10%,22.20%,7.00%,8.60%,89.60%,72.20%,68.50%,78.40%,91.80%,32.20%,77.50%,17.00%,10.10%,55.90%,86.00%,73.10%,1.60%
2012,England,Hospital,56,8,14.30%,100.00%,25.00%,14.30%,85.70%,0.00%,0.00%,12.50%,75.00%,12.50%,0.00%,2,1.8,0.5,2.5,7,2.9,N/A,12.50%,0.00%,0.00%,0.00%,0.00%,12.50%,100.00%,25.00%,25.00%,N/A,N/A,100.00%,74.10%,74.10%,72.60%,100.00%,25.80%,78.90%,12.50%,0.00%,27.20%,100.00%,100.00%,0.00%
2012,England,Hospital,733,94,12.80%,89.40%,85.70%,8.60%,59.10%,32.30%,7.50%,22.60%,48.40%,21.50%,0.00%,3.5,0.8,0.4,0.4,6.5,6.4,4.4,21.70%,41.10%,30.10%,17.80%,15.10%,7.40%,83.30%,80.20%,80.20%,6.30%,16.00%,93.10%,81.30%,76.80%,82.90%,95.40%,51.20%,90.40%,11.00%,7.70%,71.00%,85.50%,85.10%,5.40%
2012,England,Hospital,905,163,18.00%,78.50%,89.80%,7.50%,67.50%,25.00%,9.50%,31.00%,44.30%,12.70%,2.50%,0.5,0.9,0.2,0.2,6.6,6.2,3.8,22.60%,56.20%,35.00%,32.80%,31.40%,8.10%,30.00%,18.20%,21.70%,13.80%,22.10%,70.50%,65.70%,57.80%,82.60%,79.20%,40.90%,80.60%,33.80%,22.50%,52.00%,77.30%,71.40%,6.70%
2012,England,Hospital,112,14,12.50%,92.90%,61.50%,7.10%,85.70%,7.10%,14.30%,21.40%,50.00%,14.30%,0.00%,5.4,1.2,2.6,0,6.8,6.8,5.8,28.60%,0.00%,0.00%,0.00%,0.00%,7.10%,100.00%,50.00%,50.00%,11.10%,15.40%,89.40%,76.80%,79.30%,50.70%,100.00%,16.50%,91.90%,9.40%,27.90%,40.80%,53.40%,29.60%,0.00%
2012,England,Hospital,229,37,16.20%,51.40%,100.00%,0.00%,94.40%,5.60%,0.00%,35.10%,48.60%,16.20%,0.00%,2.9,1,0.9,1.5,7,6.8,3.9,32.40%,25.00%,12.50%,15.60%,6.30%,10.80%,50.00%,32.40%,32.40%,10.00%,29.40%,89.60%,83.70%,76.60%,75.30%,96.40%,80.80%,96.60%,12.10%,22.80%,71.50%,94.10%,53.30%,0.00%
2012,England,Hospital,624,73,11.70%,78.10%,86.10%,8.30%,72.20%,19.40%,2.90%,40.00%,37.10%,18.60%,1.40%,2.6,2.1,0.3,0.6,6.8,6.2,3.9,70.80%,51.00%,38.80%,28.60%,32.70%,9.70%,40.00%,23.90%,31.00%,14.90%,12.10%,73.80%,64.80%,55.00%,70.70%,63.60%,16.30%,83.80%,42.30%,28.80%,59.10%,59.60%,50.20%,4.20%
2012,England,Hospital,717,113,15.80%,95.60%,92.50%,2.70%,73.50%,23.90%,6.30%,32.10%,38.40%,20.50%,2.70%,1.5,0.6,0.1,0.5,6.7,6.5,4.4,18.60%,38.20%,24.70%,23.60%,20.20%,8.20%,44.40%,57.30%,60.90%,7.20%,28.40%,84.90%,69.80%,51.70%,81.70%,94.40%,36.50%,86.10%,20.00%,22.20%,43.80%,72.60%,69.90%,4.40%
2012,England,Hospital,181,25,13.80%,92.00%,84.00%,4.20%,70.80%,25.00%,8.00%,36.00%,28.00%,24.00%,4.00%,1.8,1.9,1,0.9,6.9,6.9,5.5,20.80%,26.70%,20.00%,6.70%,13.30%,4.20%,100.00%,0.00%,0.00%,0.00%,10.50%,90.20%,88.60%,88.60%,100.00%,100.00%,68.00%,89.70%,18.60%,9.20%,91.20%,89.70%,89.00%,4.00%
2012,England,Hospital,265,44,16.60%,88.60%,88.90%,4.80%,81.00%,14.30%,7.00%,20.90%,55.80%,16.30%,0.00%,1.3,0.5,0.4,0,6.9,6.5,3.9,25.60%,45.20%,35.50%,16.10%,25.80%,0.00%,N/A,31.70%,34.10%,5.40%,23.30%,90.40%,71.90%,67.50%,83.10%,92.50%,46.60%,90.60%,13.40%,7.90%,49.00%,95.80%,80.10%,0.00%
2012,England,Hospital,879,127,14.40%,96.10%,86.40%,13.50%,61.10%,25.40%,4.80%,40.00%,36.80%,15.20%,3.20%,2.1,0.9,0.3,0.8,6.9,6.8,3.8,23.80%,45.60%,25.20%,31.10%,25.20%,11.20%,42.90%,33.30%,39.00%,13.20%,28.20%,88.50%,70.10%,82.70%,87.50%,93.70%,46.00%,90.00%,25.20%,30.30%,51.40%,95.00%,69.70%,3.90%
2012,England,Hospital,674,85,12.60%,88.20%,82.70%,7.30%,65.90%,26.80%,2.40%,44.60%,24.10%,16.90%,12.00%,2.7,1.5,0.4,0.4,6.8,6.4,3.8,38.60%,41.30%,25.40%,25.40%,22.20%,14.50%,12.50%,15.40%,17.90%,9.80%,26.60%,91.20%,79.10%,71.10%,84.60%,77.40%,43.10%,86.20%,18.70%,13.40%,61.70%,88.20%,83.60%,2.40%
2012,England,Hospital,626,89,14.20%,85.40%,67.80%,6.70%,62.90%,30.30%,7.90%,39.30%,36.00%,12.40%,4.50%,3,0.3,1.2,0.8,6.8,6.7,4.2,75.00%,24.00%,13.30%,13.30%,12.00%,11.40%,70.00%,80.90%,87.60%,6.90%,14.80%,79.50%,75.30%,73.40%,94.10%,81.20%,49.60%,87.90%,20.60%,11.90%,67.00%,81.60%,78.30%,11.20%
2012,England,Hospital,450,65,14.40%,78.50%,88.30%,15.40%,50.80%,33.80%,8.20%,27.90%,39.30%,21.30%,3.30%,1.1,0.4,0.2,0.4,7,6.8,4.4,21.90%,27.90%,14.00%,27.90%,20.90%,10.90%,40.00%,45.90%,52.50%,8.90%,15.00%,87.10%,68.90%,52.70%,79.70%,91.60%,47.70%,94.20%,17.30%,15.70%,62.20%,73.80%,82.80%,1.50%
2012,England,Hospital,257,40,15.60%,90.00%,85.70%,15.00%,72.50%,12.50%,5.00%,30.00%,52.50%,12.50%,0.00%,1.2,0.7,0.2,0.2,6.9,6.8,4.6,87.20%,11.10%,7.40%,3.70%,7.40%,15.00%,100.00%,52.50%,65.00%,12.10%,27.00%,100.00%,86.20%,82.30%,68.00%,100.00%,49.70%,80.10%,16.00%,20.40%,59.90%,84.70%,70.20%,0.00%
2012,England,Hospital,442,59,13.30%,98.30%,96.40%,11.90%,47.50%,40.70%,7.10%,33.90%,39.30%,19.60%,0.00%,2.7,0.7,0.6,0.6,6.9,6.7,3.9,32.20%,30.00%,15.00%,17.50%,10.00%,11.90%,85.70%,16.90%,20.30%,15.00%,16.10%,76.60%,83.70%,63.10%,85.80%,91.00%,50.80%,89.70%,22.60%,24.00%,44.00%,79.60%,72.40%,15.30%
2012,England,Hospital,299,42,14.00%,97.60%,83.80%,4.90%,73.20%,22.00%,4.90%,34.10%,29.30%,31.70%,0.00%,4.2,1.2,0.6,0.3,6.5,5.7,2.5,24.40%,36.00%,4.00%,36.00%,16.00%,7.30%,100.00%,4.90%,4.90%,6.70%,9.50%,88.10%,60.60%,83.50%,77.90%,85.00%,50.00%,77.30%,15.40%,19.60%,61.70%,76.40%,61.20%,0.00%
2012,England,Hospital,378,60,15.90%,81.70%,83.10%,5.00%,65.00%,30.00%,5.50%,32.70%,58.20%,3.60%,0.00%,1.3,1.1,0.2,0.7,6.9,6.4,4.1,25.00%,26.40%,20.80%,11.30%,9.40%,15.00%,50.00%,42.40%,45.80%,7.70%,27.60%,77.40%,66.90%,63.80%,88.90%,85.00%,42.10%,83.10%,14.80%,12.40%,50.60%,88.90%,78.00%,3.30%
2012,England,Hospital,579,114,19.70%,93.90%,89.40%,13.40%,67.00%,19.60%,13.40%,33.00%,34.80%,16.10%,2.70%,2.2,1,0.9,0.3,6.9,6.8,4.8,46.00%,25.30%,18.40%,11.50%,13.80%,14.30%,93.80%,89.30%,92.20%,12.00%,17.60%,88.30%,72.10%,56.20%,73.70%,86.90%,53.90%,88.30%,24.40%,23.30%,55.10%,92.60%,82.60%,4.40%
